MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20191001,MA,42.83,57.17,0,0,0,0,10/1/19,10/7/19,1
20191008,MA,42.75,57.25,0,0,0,0,10/8/19,10/14/19,1
20020625,MA,42.3,57.7,0,0,0,0,6/25/02,7/1/02,1
20101012,MA,42.23,57.77,1.7,0,0,0,10/12/10,10/18/10,1
20101005,MA,42.23,57.77,1.7,0,0,0,10/5/10,10/11/10,1
20100928,MA,42.23,57.77,27.61,0,0,0,9/28/10,10/4/10,1
20100921,MA,42.23,57.77,27.61,0,0,0,9/21/10,9/27/10,1
20100914,MA,42.23,57.77,17.41,0,0,0,9/14/10,9/20/10,1
20100601,MA,42.12,57.88,0,0,0,0,6/1/10,6/7/10,1
20221115,MA,40.9,59.1,12.37,4.84,0,0,11/15/22,11/21/22,1
20140923,MA,39.46,60.54,26.8,0,0,0,9/23/14,9/29/14,1
20221108,MA,39.15,60.85,14.17,4.84,0,0,11/8/22,11/14/22,1
20221101,MA,39.15,60.85,14.17,4.84,0,0,11/1/22,11/7/22,1
20100727,MA,38.83,61.17,0,0,0,0,7/27/10,8/2/10,1
20160607,MA,38.77,61.23,13.52,0,0,0,6/7/16,6/13/16,1
20221025,MA,38.64,61.36,16.92,4.84,0,0,10/25/22,10/31/22,1
20021015,MA,37.26,62.74,0,0,0,0,10/15/02,10/21/02,1
20221213,MA,36.65,63.35,9.05,3.36,0,0,12/13/22,12/19/22,1
20180724,MA,35.73,64.27,0,0,0,0,7/24/18,7/30/18,1
20150915,MA,34.89,65.11,0.23,0,0,0,9/15/15,9/21/15,1
20150908,MA,34.89,65.11,0.19,0,0,0,9/8/15,9/14/15,1
20071030,MA,34.77,65.23,36.67,0,0,0,10/30/07,11/5/07,1
20160216,MA,34.67,65.33,20.84,0,0,0,2/16/16,2/22/16,1
20160209,MA,34.67,65.33,20.84,0,0,0,2/9/16,2/15/16,1
20160202,MA,34.67,65.33,20.84,0,0,0,2/2/16,2/8/16,1
20160126,MA,34.53,65.47,20.84,0,0,0,1/26/16,2/1/16,1
20120313,MA,34.41,65.59,0,0,0,0,3/13/12,3/19/12,1
20220524,MA,34.01,65.99,22.65,0,0,0,5/24/22,5/30/22,1
20020618,MA,33.91,66.09,0,0,0,0,6/18/02,6/24/02,1
20141007,MA,33.15,66.85,26.53,0,0,0,10/7/14,10/13/14,1
20140930,MA,33.15,66.85,26.53,0,0,0,9/30/14,10/6/14,1
20170404,MA,32.78,67.22,16.81,0,0,0,4/4/17,4/10/17,1
20060425,MA,32.29,67.71,0,0,0,0,4/25/06,5/1/06,1
20210504,MA,31.05,68.95,0.03,0,0,0,5/4/21,5/10/21,1
20080610,MA,30.92,69.08,0,0,0,0,6/10/08,6/16/08,1
20060509,MA,30.91,69.09,0,0,0,0,5/9/06,5/15/06,1
20060502,MA,30.91,69.09,0,0,0,0,5/2/06,5/8/06,1
20051004,MA,30.85,69.15,9.62,0,0,0,10/4/05,10/10/05,1
20070918,MA,30.83,69.17,0,0,0,0,9/18/07,9/24/07,1
20221206,MA,30.12,69.88,13.34,3.36,0,0,12/6/22,12/12/22,1
20221129,MA,30.12,69.88,13.34,3.36,0,0,11/29/22,12/5/22,1
20130430,MA,29.46,70.54,0,0,0,0,4/30/13,5/6/13,1
20150505,MA,29.11,70.89,0,0,0,0,5/5/15,5/11/15,1
20100810,MA,29.11,70.89,0,0,0,0,8/10/10,8/16/10,1
20100803,MA,29.11,70.89,0,0,0,0,8/3/10,8/9/10,1
20151208,MA,29,71,23.81,0,0,0,12/8/15,12/14/15,1
20151201,MA,29,71,23.81,0,0,0,12/1/15,12/7/15,1
20151124,MA,29,71,23.81,0,0,0,11/24/15,11/30/15,1
20131105,MA,28.87,71.13,44.22,0,0,0,11/5/13,11/11/13,1
20200630,MA,28.85,71.15,55.32,0,0,0,6/30/20,7/6/20,1
20131029,MA,28.58,71.42,44.22,0,0,0,10/29/13,11/4/13,1
20070828,MA,27.77,72.23,0,0,0,0,8/28/07,9/3/07,1
20100720,MA,27.28,72.72,0,0,0,0,7/20/10,7/26/10,1
20180703,MA,26.34,73.66,1.56,0,0,0,7/3/18,7/9/18,1
20180626,MA,26.34,73.66,1.56,0,0,0,6/26/18,7/2/18,1
20180619,MA,26.34,73.66,0,0,0,0,6/19/18,6/25/18,1
20220531,MA,26.14,73.86,29.72,0,0,0,5/31/22,6/6/22,1
20200609,MA,26.07,73.93,0,0,0,0,6/9/20,6/15/20,1
20010911,MA,24.7,75.3,27.15,0,0,0,9/11/01,9/17/01,1
20010925,MA,24.65,75.35,7.85,0,0,0,9/25/01,10/1/01,1
20201208,MA,24.57,75.43,0.01,0,0,0,12/8/20,12/14/20,1
20210406,MA,24.24,75.76,0,0,0,0,4/6/21,4/12/21,1
20020924,MA,22.76,77.24,0,0,0,0,9/24/02,9/30/02,1
20160105,MA,22.56,77.44,26.6,0,0,0,1/5/16,1/11/16,1
20151229,MA,22.56,77.44,26.6,0,0,0,12/29/15,1/4/16,1
20151222,MA,22.56,77.44,26.6,0,0,0,12/22/15,12/28/15,1
20151215,MA,22.56,77.44,23.81,0,0,0,12/15/15,12/21/15,1
20151117,MA,22.56,77.44,23.81,0,0,0,11/17/15,11/23/15,1
20151110,MA,22.56,77.44,23.81,0,0,0,11/10/15,11/16/15,1
20151103,MA,22.56,77.44,23.81,0,0,0,11/3/15,11/9/15,1
20151027,MA,22.56,77.44,23.81,0,0,0,10/27/15,11/2/15,1
20151020,MA,22.56,77.44,13.95,0,0,0,10/20/15,10/26/15,1
20151013,MA,22.56,77.44,13.95,0,0,0,10/13/15,10/19/15,1
20151006,MA,22.56,77.44,13.95,0,0,0,10/6/15,10/12/15,1
20160119,MA,22,78,26.6,0,0,0,1/19/16,1/25/16,1
20160112,MA,22,78,26.6,0,0,0,1/12/16,1/18/16,1
20010918,MA,21.69,78.31,27.15,0,0,0,9/18/01,9/24/01,1
20200623,MA,21.24,78.76,55.32,0,0,0,6/23/20,6/29/20,1
20200616,MA,21.24,78.76,0,0,0,0,6/16/20,6/22/20,1
20070911,MA,21.09,78.91,17.18,0,0,0,9/11/07,9/17/07,1
20130528,MA,20.29,79.71,1.46,0,0,0,5/28/13,6/3/13,1
20160614,MA,20.02,79.98,13.52,0,0,0,6/14/16,6/20/16,1
20070925,MA,19.48,80.52,10.1,0,0,0,9/25/07,10/1/07,1
20060418,MA,18.84,81.16,0,0,0,0,4/18/06,4/24/06,1
20060411,MA,18.84,81.16,0,0,0,0,4/11/06,4/17/06,1
20020604,MA,18.18,81.82,0,0,0,0,6/4/02,6/10/02,1
20020611,MA,16.93,83.07,0,0,0,0,6/11/02,6/17/02,1
20200707,MA,16.55,83.45,48.77,0,0,0,7/7/20,7/13/20,1
20220614,MA,15.66,84.34,24.64,0,0,0,6/14/22,6/20/22,1
20220607,MA,15.66,84.34,29.72,0,0,0,6/7/22,6/13/22,1
20191015,MA,14.72,85.28,0,0,0,0,10/15/19,10/21/19,1
20150922,MA,14.66,85.34,2.16,0,0,0,9/22/15,9/28/15,1
20180717,MA,14.57,85.43,36.48,0,0,0,7/17/18,7/23/18,1
20180710,MA,14.57,85.43,1.56,0,0,0,7/10/18,7/16/18,1
20200721,MA,14.31,85.69,48.1,0,0,0,7/21/20,7/27/20,1
20200714,MA,14.31,85.69,48.1,0,0,0,7/14/20,7/20/20,1
20071002,MA,14.01,85.99,10.1,0,0,0,10/2/07,10/8/07,1
20150929,MA,13.02,86.98,30.68,0,0,0,9/29/15,10/5/15,1
20221018,MA,12.27,87.73,41.32,6.53,0,0,10/18/22,10/24/22,1
20130514,MA,12.03,87.97,45.36,0,0,0,5/14/13,5/20/13,1
20130507,MA,12.02,87.98,45.36,0,0,0,5/7/13,5/13/13,1
20060404,MA,11.4,88.6,0,0,0,0,4/4/06,4/10/06,1
20120320,MA,11.17,88.83,18.23,0,0,0,3/20/12,3/26/12,1
20131112,MA,10.64,89.36,56.21,0,0,0,11/12/13,11/18/13,1
20201117,MA,10.36,89.64,62.32,16.19,0,0,11/17/20,11/23/20,1
20201124,MA,10.36,89.64,49.26,11.79,0,0,11/24/20,11/30/20,1
20201201,MA,10.36,89.64,14.02,0,0,0,12/1/20,12/7/20,1
20140114,MA,9.89,90.11,24.46,0,0,0,1/14/14,1/20/14,1
20171017,MA,9.35,90.65,32.09,0,0,0,10/17/17,10/23/17,1
20171010,MA,9.35,90.65,0,0,0,0,10/10/17,10/16/17,1
20171003,MA,9.35,90.65,0,0,0,0,10/3/17,10/9/17,1
20020528,MA,9.23,90.77,0,0,0,0,5/28/02,6/3/02,1
20201110,MA,8.91,91.09,62.37,16.19,0,0,11/10/20,11/16/20,1
20201103,MA,8.91,91.09,62.37,16.19,0,0,11/3/20,11/9/20,1
20120529,MA,8.25,91.75,24.39,0,0,0,5/29/12,6/4/12,1
20120522,MA,8.25,91.75,25.66,0,0,0,5/22/12,5/28/12,1
20120515,MA,7.58,92.42,55.47,0,0,0,5/15/12,5/21/12,1
20070904,MA,7.41,92.59,17.18,0,0,0,9/4/07,9/10/07,1
20171024,MA,7.33,92.67,46.12,0,0,0,10/24/17,10/30/17,1
20210413,MA,7.26,92.74,20.29,0,0,0,4/13/21,4/19/21,1
20210427,MA,6.9,93.1,20.29,0,0,0,4/27/21,5/3/21,1
20210420,MA,6.9,93.1,20.29,0,0,0,4/20/21,4/26/21,1
20120327,MA,6.78,93.22,33.9,0,0,0,3/27/12,4/2/12,1
20220621,MA,6.7,93.3,24.64,0,0,0,6/21/22,6/27/22,1
20160621,MA,6.26,93.74,25.59,0,0,0,6/21/16,6/27/16,1
20100824,MA,5.76,94.24,0,0,0,0,8/24/10,8/30/10,1
20130521,MA,5.59,94.41,45.36,0,0,0,5/21/13,5/27/13,1
20020521,MA,5.11,94.89,0,0,0,0,5/21/02,5/27/02,1
20131210,MA,4.1,95.9,60.11,0,0,0,12/10/13,12/16/13,1
20131203,MA,4.1,95.9,60.11,0,0,0,12/3/13,12/9/13,1
20160628,MA,3.53,96.47,39.12,0,0,0,6/28/16,7/4/16,1
20071023,MA,3.53,96.47,70.56,0,0,0,10/23/07,10/29/07,1
20071016,MA,3.53,96.47,70.56,0,0,0,10/16/07,10/22/07,1
20220628,MA,3.32,96.68,74.62,0,0,0,6/28/22,7/4/22,1
20020716,MA,2.38,97.62,0,0,0,0,7/16/02,7/22/02,1
20220705,MA,1.99,98.01,75.66,0,0,0,7/5/22,7/11/22,1
20120717,MA,1.94,98.06,28.87,0,0,0,7/17/12,7/23/12,1
20060328,MA,1.7,98.3,0,0,0,0,3/28/06,4/3/06,1
20060321,MA,1.7,98.3,0,0,0,0,3/21/06,3/27/06,1
20120918,MA,1.68,98.32,0,0,0,0,9/18/12,9/24/12,1
20120828,MA,1.43,98.57,19.24,0,0,0,8/28/12,9/3/12,1
20120911,MA,1.37,98.63,0,0,0,0,9/11/12,9/17/12,1
20120904,MA,1.37,98.63,0,0,0,0,9/4/12,9/10/12,1
20170328,MA,1.24,98.76,67.21,14.88,0,0,3/28/17,4/3/17,1
20170321,MA,1.24,98.76,67.21,14.88,0,0,3/21/17,3/27/17,1
20120821,MA,1.15,98.85,19.24,0,0,0,8/21/12,8/27/12,1
20021001,MA,1.12,98.88,0,0,0,0,10/1/02,10/7/02,1
20200915,MA,0.77,99.23,86.85,36.75,6.78,0,9/15/20,9/21/20,1
20200908,MA,0.77,99.23,86.85,35.02,0,0,9/8/20,9/14/20,1
20200901,MA,0.77,99.23,86.85,35.02,0,0,9/1/20,9/7/20,1
20161025,MA,0.59,99.41,98.22,85.94,37.98,0,10/25/16,10/31/16,1
20161213,MA,0.59,99.41,98.43,79.32,41.7,0,12/13/16,12/19/16,1
20170103,MA,0.59,99.41,98.28,69.51,8.68,0,1/3/17,1/9/17,1
20161227,MA,0.59,99.41,98.28,69.51,36.41,0,12/27/16,1/2/17,1
20161220,MA,0.59,99.41,98.28,69.51,36.41,0,12/20/16,12/26/16,1
20170117,MA,0.59,99.41,98.28,67.99,8.68,0,1/17/17,1/23/17,1
20170110,MA,0.59,99.41,98.28,67.99,8.68,0,1/10/17,1/16/17,1
20161129,MA,0.59,99.41,98.22,64.83,41.7,0,11/29/16,12/5/16,1
20160816,MA,0.59,99.41,91.81,64.39,16.79,0,8/16/16,8/22/16,1
20161122,MA,0.59,99.41,98.22,63.84,41.7,0,11/22/16,11/28/16,1
20161115,MA,0.59,99.41,98.22,63.84,41.7,0,11/15/16,11/21/16,1
20161108,MA,0.59,99.41,98.22,63.84,29.1,0,11/8/16,11/14/16,1
20161101,MA,0.59,99.41,98.22,63.84,29.1,0,11/1/16,11/7/16,1
20160809,MA,0.59,99.41,91.81,62.06,3.7,0,8/9/16,8/15/16,1
20160802,MA,0.59,99.41,91.81,62.06,0,0,8/2/16,8/8/16,1
20160726,MA,0.59,99.41,74.52,39.97,0,0,7/26/16,8/1/16,1
20170314,MA,0.59,99.41,97.36,37.47,0,0,3/14/17,3/20/17,1
20170307,MA,0.59,99.41,97.36,37.47,0,0,3/7/17,3/13/17,1
20170228,MA,0.59,99.41,97.36,37.47,0.01,0,2/28/17,3/6/17,1
20170221,MA,0.59,99.41,97.36,37.47,0.01,0,2/21/17,2/27/17,1
20170214,MA,0.59,99.41,97.36,37.47,0.01,0,2/14/17,2/20/17,1
20170207,MA,0.59,99.41,98.28,37.47,0.01,0,2/7/17,2/13/17,1
20170131,MA,0.59,99.41,98.28,37.47,3.79,0,1/31/17,2/6/17,1
20170124,MA,0.59,99.41,98.28,37.47,8.68,0,1/24/17,1/30/17,1
20160719,MA,0.59,99.41,74.52,33.97,0,0,7/19/16,7/25/16,1
20160712,MA,0.59,99.41,61.69,33.97,0,0,7/12/16,7/18/16,1
20160705,MA,0.59,99.41,55.3,29.88,0,0,7/5/16,7/11/16,1
20200922,MA,0.39,99.61,92.04,57.57,10.23,0,9/22/20,9/28/20,1
20120814,MA,0.11,99.89,52.45,0,0,0,8/14/12,8/20/12,1
20120807,MA,0.1,99.9,52.45,0,0,0,8/7/12,8/13/12,1
20120731,MA,0.1,99.9,52.45,0,0,0,7/31/12,8/6/12,1
20120724,MA,0.1,99.9,52.45,0,0,0,7/24/12,7/30/12,1
20131126,MA,0.08,99.92,60.11,0,0,0,11/26/13,12/2/13,1
20131119,MA,0.08,99.92,60.11,0,0,0,11/19/13,11/25/13,1
20220712,MA,0.07,99.93,80.92,21.25,0,0,7/12/22,7/18/22,1
20020709,MA,0.06,99.94,0,0,0,0,7/9/02,7/15/02,1
20220719,MA,0.03,99.97,94.34,26.47,0,0,7/19/22,7/25/22,1
20141021,MA,0.01,99.99,26.28,0,0,0,10/21/14,10/27/14,1
20141014,MA,0.01,99.99,26.28,0,0,0,10/14/14,10/20/14,1
20140107,MA,0.01,99.99,53.7,0,0,0,1/7/14,1/13/14,1
20020319,MA,0,100,100,99.69,0,0,3/19/02,3/25/02,1
20020305,MA,0,100,100,99.36,0,0,3/5/02,3/11/02,1
20020326,MA,0,100,100,99.3,0,0,3/26/02,4/1/02,1
20020226,MA,0,100,100,99.27,0,0,2/26/02,3/4/02,1
20020312,MA,0,100,100,97.25,0,0,3/12/02,3/18/02,1
20220823,MA,0,100,100,96.08,39.48,0,8/23/22,8/29/22,1
20220816,MA,0,100,100,94.49,39.48,0,8/16/22,8/22/22,1
20220830,MA,0,100,100,93.98,38.35,0,8/30/22,9/5/22,1
20161004,MA,0,100,98.13,89.96,52.23,0,10/4/16,10/10/16,1
20160927,MA,0,100,98.13,89.96,52.23,0,9/27/16,10/3/16,1
20160920,MA,0,100,98.13,89.96,52.23,0,9/20/16,9/26/16,1
20160913,MA,0,100,98.13,89.96,52.23,0,9/13/16,9/19/16,1
20161018,MA,0,100,98.22,87.45,37.98,0,10/18/16,10/24/16,1
20220906,MA,0,100,100,86.02,8.69,0,9/6/22,9/12/22,1
20220913,MA,0,100,100,85.71,8.69,0,9/13/22,9/19/22,1
20161011,MA,0,100,98.22,84.08,37.98,0,10/11/16,10/17/16,1
20201013,MA,0,100,90.12,83.01,36.15,0,10/13/20,10/19/20,1
20201006,MA,0,100,90.12,83.01,36.15,0,10/6/20,10/12/20,1
20200929,MA,0,100,95.92,83.01,28.36,0,9/29/20,10/5/20,1
20160906,MA,0,100,94.44,77.42,22.66,0,9/6/16,9/12/16,1
20160830,MA,0,100,91.14,77.42,22.66,0,8/30/16,9/5/16,1
20160823,MA,0,100,91.14,72.53,16.79,0,8/23/16,8/29/16,1
20220920,MA,0,100,100,71.91,6.77,0,9/20/22,9/26/22,1
20161206,MA,0,100,98.43,64.83,41.7,0,12/6/16,12/12/16,1
20220802,MA,0,100,95.23,57.21,0,0,8/2/22,8/8/22,1
20220809,MA,0,100,95.23,55.58,24.5,0,8/9/22,8/15/22,1
20120417,MA,0,100,95.93,51.49,0,0,4/17/12,4/23/12,1
20120410,MA,0,100,95.93,51.49,0,0,4/10/12,4/16/12,1
20020409,MA,0,100,100,49.6,0,0,4/9/02,4/15/02,1
20020402,MA,0,100,100,48.7,0,0,4/2/02,4/8/02,1
20020416,MA,0,100,98.75,44.96,0,0,4/16/02,4/22/02,1
20020212,MA,0,100,100,44.77,0,0,2/12/02,2/18/02,1
20220726,MA,0,100,93.75,43.78,0,0,7/26/22,8/1/22,1
20020219,MA,0,100,100,42.82,0,0,2/19/02,2/25/02,1
20221004,MA,0,100,92.02,39.32,3.51,0,10/4/22,10/10/22,1
20220927,MA,0,100,94.26,39.32,3.51,0,9/27/22,10/3/22,1
20020423,MA,0,100,99.98,39.32,0,0,4/23/02,4/29/02,1
20020430,MA,0,100,100,37.56,0,0,4/30/02,5/6/02,1
20020507,MA,0,100,96.89,37.39,0,0,5/7/02,5/13/02,1
20020205,MA,0,100,100,36.94,0,0,2/5/02,2/11/02,1
20020108,MA,0,100,100,36.27,0,0,1/8/02,1/14/02,1
20201027,MA,0,100,90.12,36.07,16.18,0,10/27/20,11/2/20,1
20201020,MA,0,100,90.12,36.07,16.18,0,10/20/20,10/26/20,1
20120508,MA,0,100,84.2,32.1,0,0,5/8/12,5/14/12,1
20120501,MA,0,100,84.2,32.1,0,0,5/1/12,5/7/12,1
20120424,MA,0,100,84.2,32.1,0,0,4/24/12,4/30/12,1
20020122,MA,0,100,89.69,29.81,0,0,1/22/02,1/28/02,1
20221011,MA,0,100,87.77,27.76,3.51,0,10/11/22,10/17/22,1
20020129,MA,0,100,87.01,26.53,0,0,1/29/02,2/4/02,1
20200825,MA,0,100,94.5,26.38,0,0,8/25/20,8/31/20,1
20200818,MA,0,100,84.05,25.05,0,0,8/18/20,8/24/20,1
20020115,MA,0,100,100,24.97,0,0,1/15/02,1/21/02,1
20011218,MA,0,100,100,20.35,0,0,12/18/01,12/24/01,1
20011211,MA,0,100,100,3.79,0,0,12/11/01,12/17/01,1
20011204,MA,0,100,100,3.79,0,0,12/4/01,12/10/01,1
20011127,MA,0,100,100,3.79,0,0,11/27/01,12/3/01,1
20011120,MA,0,100,100,3.79,0,0,11/20/01,11/26/01,1
20011113,MA,0,100,65.35,3.79,0,0,11/13/01,11/19/01,1
20011106,MA,0,100,65.35,3.79,0,0,11/6/01,11/12/01,1
20020101,MA,0,100,100,3.02,0,0,1/1/02,1/7/02,1
20020514,MA,0,100,44.75,2.17,0,0,5/14/02,5/20/02,1
20200811,MA,0,100,65.22,0,0,0,8/11/20,8/17/20,1
20200804,MA,0,100,53.35,0,0,0,8/4/20,8/10/20,1
20200728,MA,0,100,55.22,0,0,0,7/28/20,8/3/20,1
20150630,MA,0,100,10.97,0,0,0,6/30/15,7/6/15,1
20150623,MA,0,100,58.28,0,0,0,6/23/15,6/29/15,1
20150616,MA,0,100,71.82,0,0,0,6/16/15,6/22/15,1
20150609,MA,0,100,71.82,0,0,0,6/9/15,6/15/15,1
20150602,MA,0,100,71.82,0,0,0,6/2/15,6/8/15,1
20150526,MA,0,100,100,0,0,0,5/26/15,6/1/15,1
20150519,MA,0,100,100,0,0,0,5/19/15,5/25/15,1
20150512,MA,0,100,0,0,0,0,5/12/15,5/18/15,1
20131231,MA,0,100,53.7,0,0,0,12/31/13,1/6/14,1
20131224,MA,0,100,60.11,0,0,0,12/24/13,12/30/13,1
20131217,MA,0,100,60.11,0,0,0,12/17/13,12/23/13,1
20120403,MA,0,100,87.06,0,0,0,4/3/12,4/9/12,1
20100817,MA,0,100,20.02,0,0,0,8/17/10,8/23/10,1
20071009,MA,0,100,70.56,0,0,0,10/9/07,10/15/07,1
20050913,MA,0,100,0,0,0,0,9/13/05,9/19/05,1
20021008,MA,0,100,0,0,0,0,10/8/02,10/14/02,1
20020917,MA,0,100,0,0,0,0,9/17/02,9/23/02,1
20020910,MA,0,100,62.27,0,0,0,9/10/02,9/16/02,1
20020903,MA,0,100,58.12,0,0,0,9/3/02,9/9/02,1
20020827,MA,0,100,68.18,0,0,0,8/27/02,9/2/02,1
20020820,MA,0,100,65.46,0,0,0,8/20/02,8/26/02,1
20020813,MA,0,100,62.9,0,0,0,8/13/02,8/19/02,1
20020806,MA,0,100,42.58,0,0,0,8/6/02,8/12/02,1
20020730,MA,0,100,0.09,0,0,0,7/30/02,8/5/02,1
20020723,MA,0,100,2.26,0,0,0,7/23/02,7/29/02,1
20011225,MA,0,100,100,0,0,0,12/25/01,12/31/01,1
20011030,MA,0,100,4.16,0,0,0,10/30/01,11/5/01,1
20011023,MA,0,100,0,0,0,0,10/23/01,10/29/01,1
20010529,MA,0,100,0,0,0,0,5/29/01,6/4/01,1
20010522,MA,0,100,86.29,0,0,0,5/22/01,5/28/01,1
20010515,MA,0,100,0,0,0,0,5/15/01,5/21/01,1