MapDate,RegionName,None,D0,D1,D2,D3,D4,dsci,ValidStart,ValidEnd,StatisticFormatID
20231226,IV,34.24,65.76,48.33,29.72,15.03,3.77,96.85,12/26/23,1/1/24,1
20231219,IV,35.46,64.54,48.83,34.14,13.83,2.63,99.43,12/19/23,12/25/23,1
20231212,IV,30.11,69.89,51.39,32.7,12.05,2.28,98.42,12/12/23,12/18/23,1
20231205,IV,24.91,75.09,56.89,37.54,18.98,2.37,115.78,12/5/23,12/11/23,1
20231128,IV,25.3,74.7,60.34,41.17,22.24,4.29,128.04,11/28/23,12/4/23,1
20231121,IV,20.99,79.01,67.75,49.85,27.57,6.67,151.84,11/21/23,11/27/23,1
20231114,IV,19.67,80.33,64.48,46.21,28.14,8.33,147.16,11/14/23,11/20/23,1
20231107,IV,18.97,81.03,61.9,41.44,23.35,6.25,132.94,11/7/23,11/13/23,1
20231031,IV,26.03,73.97,55.96,33.68,20.13,4.32,114.09,10/31/23,11/6/23,1
20231024,IV,31.8,68.2,48.53,27.69,11.73,3.98,91.93,10/24/23,10/30/23,1
20231017,IV,32.62,67.38,44.42,22.91,9.23,3.86,80.42,10/17/23,10/23/23,1
20231010,IV,31.64,68.36,36.79,15.21,7.83,4.05,63.88,10/10/23,10/16/23,1
20231003,IV,39.67,60.33,31.33,12.89,7.57,3.24,55.03,10/3/23,10/9/23,1
20230926,IV,52.46,47.54,20.33,11.4,6.43,3.14,41.3,9/26/23,10/2/23,1
20230919,IV,60.08,39.92,14.89,8.49,5.63,2.64,31.65,9/19/23,9/25/23,1
20230912,IV,73.67,26.33,12.2,6.71,4.21,0.86,23.98,9/12/23,9/18/23,1
20230905,IV,77.99,22.01,9.6,5.33,2.62,0.09,17.64,9/5/23,9/11/23,1
20230829,IV,71.47,28.53,13.33,5.15,2.15,0,20.63,8/29/23,9/4/23,1
20230822,IV,71.86,28.14,10.58,2.89,0.11,0,13.58,8/22/23,8/28/23,1
20230815,IV,79.86,20.14,4.87,0.88,0.15,0,5.9,8/15/23,8/21/23,1
20230808,IV,88.13,11.87,1.32,0.54,0.14,0,2,8/8/23,8/14/23,1
20230801,IV,87.76,12.24,1.51,0.44,0.14,0,2.09,8/1/23,8/7/23,1
20230725,IV,91.01,8.99,1.71,0.44,0.14,0,2.29,7/25/23,7/31/23,1
20230718,IV,86.78,13.22,3.1,0.62,0,0,3.72,7/18/23,7/24/23,1
20230711,IV,83.46,16.54,3.55,0.59,0,0,4.14,7/11/23,7/17/23,1
20230704,IV,79.99,20.01,3.49,0,0,0,3.49,7/4/23,7/10/23,1
20230627,IV,76.02,23.98,4.44,0,0,0,4.44,6/27/23,7/3/23,1
20230620,IV,65.8,34.2,5.96,0,0,0,5.96,6/20/23,6/26/23,1
20230613,IV,64.06,35.94,6.33,0,0,0,6.33,6/13/23,6/19/23,1
20230606,IV,76.25,23.75,5.05,0.25,0,0,5.3,6/6/23,6/12/23,1
20230530,IV,86.92,13.08,2.1,1.2,0,0,3.3,5/30/23,6/5/23,1
20230523,IV,89.04,10.96,3.82,2.27,1.27,0,7.36,5/23/23,5/29/23,1
20230516,IV,83.83,16.17,6.63,2.13,1.33,0,10.09,5/16/23,5/22/23,1
20230509,IV,84.01,15.99,6.74,2.11,0.97,0,9.82,5/9/23,5/15/23,1
20230502,IV,83.52,16.48,7.09,2.11,0.79,0,9.99,5/2/23,5/8/23,1
20230425,IV,79.98,20.02,10.95,6.73,0.88,0,18.56,4/25/23,5/1/23,1
20230418,IV,80.68,19.32,10.93,6.84,0.7,0,18.47,4/18/23,4/24/23,1
20230411,IV,78.77,21.23,10.3,7.98,0.14,0,18.42,4/11/23,4/17/23,1
20230404,IV,67.46,32.54,10.95,8.24,0.67,0,19.86,4/4/23,4/10/23,1
20230328,IV,70.35,29.65,11.44,6.49,0.67,0,18.6,3/28/23,4/3/23,1
20230321,IV,72.6,27.4,11.49,2.73,0,0,14.22,3/21/23,3/27/23,1
20230314,IV,75.05,24.95,11.16,1.47,0,0,12.63,3/14/23,3/20/23,1
20230307,IV,72.98,27.02,12.81,0.58,0,0,13.39,3/7/23,3/13/23,1
20230228,IV,82.76,17.24,10.13,0,0,0,10.13,2/28/23,3/6/23,1
20230221,IV,85.04,14.96,4.89,0,0,0,4.89,2/21/23,2/27/23,1
20230214,IV,86.99,13.01,4.89,0,0,0,4.89,2/14/23,2/20/23,1
20230207,IV,83.04,16.96,4.61,1.19,0,0,5.8,2/7/23,2/13/23,1
20230131,IV,76.95,23.05,6.22,1.14,0,0,7.36,1/31/23,2/6/23,1
20230124,IV,76.45,23.55,10.51,1.43,0,0,11.94,1/24/23,1/30/23,1
20230117,IV,72.34,27.66,15.8,2.74,0,0,18.54,1/17/23,1/23/23,1
20230110,IV,70.01,29.99,14.89,3.1,0,0,17.99,1/10/23,1/16/23,1
20230103,IV,63.89,36.11,15.57,3.83,0,0,19.4,1/3/23,1/9/23,1
20221227,IV,54.89,45.11,17.73,4.2,0,0,21.93,12/27/22,1/2/23,1
20221220,IV,53.18,46.82,17.73,4.2,0,0,21.93,12/20/22,12/26/22,1
20221213,IV,38.02,61.98,25.83,6.11,0,0,31.94,12/13/22,12/19/22,1
20221206,IV,33.1,66.9,35.85,7.09,0,0,42.94,12/6/22,12/12/22,1
20221129,IV,30.42,69.58,46.52,16.14,0,0,62.66,11/29/22,12/5/22,1
20221122,IV,27.02,72.98,44.35,12.8,0,0,57.15,11/22/22,11/28/22,1
20221115,IV,28.59,71.41,42.35,11.06,0,0,53.41,11/15/22,11/21/22,1
20221108,IV,22.31,77.69,46.47,16.23,0,0,62.7,11/8/22,11/14/22,1
20221101,IV,23.73,76.27,42.03,13.12,0.43,0,55.58,11/1/22,11/7/22,1
20221025,IV,30.81,69.19,40.96,12.43,0.59,0,53.98,10/25/22,10/31/22,1
20221018,IV,38.74,61.26,27.9,2.95,0,0,30.85,10/18/22,10/24/22,1
20221011,IV,39.04,60.96,19.6,1.01,0,0,20.61,10/11/22,10/17/22,1
20221004,IV,58.78,41.22,5.96,0.3,0,0,6.26,10/4/22,10/10/22,1
20220927,IV,61.95,38.05,3.75,0,0,0,3.75,9/27/22,10/3/22,1
20220920,IV,87.12,12.88,2.68,0,0,0,2.68,9/20/22,9/26/22,1
20220913,IV,89.41,10.59,1.56,0,0,0,1.56,9/13/22,9/19/22,1
20220906,IV,86.76,13.24,2.09,0,0,0,2.09,9/6/22,9/12/22,1
20220830,IV,86.39,13.61,2.62,0.07,0,0,2.69,8/30/22,9/5/22,1
20220823,IV,83.43,16.57,3.14,0.54,0,0,3.68,8/23/22,8/29/22,1
20220816,IV,72.63,27.37,7.42,1.3,0,0,8.72,8/16/22,8/22/22,1
20220809,IV,71.07,28.93,8.88,1.87,0,0,10.75,8/9/22,8/15/22,1
20220802,IV,69.34,30.66,9.35,4.14,0.06,0,13.55,8/2/22,8/8/22,1
20220726,IV,60.73,39.27,11.85,5.17,0.31,0,17.33,7/26/22,8/1/22,1
20220719,IV,55.78,44.22,13.41,4.49,0,0,17.9,7/19/22,7/25/22,1
20220712,IV,45.67,54.33,20.31,1.88,0,0,22.19,7/12/22,7/18/22,1
20220705,IV,29.74,70.26,33.14,4.98,0,0,38.12,7/5/22,7/11/22,1
20220628,IV,25.52,74.48,26.66,3.62,0,0,30.28,6/28/22,7/4/22,1
20220621,IV,47.3,52.7,13.39,1.91,0,0,15.3,6/21/22,6/27/22,1
20220614,IV,71.24,28.76,8.49,1.91,0,0,10.4,6/14/22,6/20/22,1
20220607,IV,76.5,23.5,7.71,2.46,0,0,10.17,6/7/22,6/13/22,1
20220531,IV,76.03,23.97,7.9,2.35,0,0,10.25,5/31/22,6/6/22,1
20220524,IV,58.81,41.19,8.39,2.63,0,0,11.02,5/24/22,5/30/22,1
20220517,IV,57.95,42.05,12.22,2.85,0,0,15.07,5/17/22,5/23/22,1
20220510,IV,72.52,27.48,12.15,2.35,0,0,14.5,5/10/22,5/16/22,1
20220503,IV,70.97,29.03,12.14,1.98,0,0,14.12,5/3/22,5/9/22,1
20220426,IV,73.4,26.6,12.44,2.1,0,0,14.54,4/26/22,5/2/22,1
20220419,IV,73.4,26.6,11.44,1.59,0,0,13.03,4/19/22,4/25/22,1
20220412,IV,67.35,32.65,14.52,1.99,0,0,16.51,4/12/22,4/18/22,1
20220405,IV,65.35,34.65,17.55,3.15,0,0,20.7,4/5/22,4/11/22,1
20220329,IV,63.91,36.09,19.33,2.19,0,0,21.52,3/29/22,4/4/22,1
20220322,IV,62.23,37.77,17.06,2.4,0.29,0,19.75,3/22/22,3/28/22,1
20220315,IV,52.81,47.19,24.34,2.51,0.37,0,27.22,3/15/22,3/21/22,1
20220308,IV,45.95,54.05,25.65,3.83,0.74,0,30.22,3/8/22,3/14/22,1
20220301,IV,56.09,43.91,15.08,2.53,0.01,0,17.62,3/1/22,3/7/22,1
20220222,IV,59.48,40.52,10.65,2.68,0.24,0,13.57,2/22/22,2/28/22,1
20220215,IV,67.89,32.11,6.29,3.04,0.24,0,9.57,2/15/22,2/21/22,1
20220208,IV,72.37,27.63,6.03,1.83,0.01,0,7.87,2/8/22,2/14/22,1
20220201,IV,68.34,31.66,9.11,1.8,0.01,0,10.92,2/1/22,2/7/22,1
20220125,IV,71.02,28.98,8.76,1.8,0.01,0,10.57,1/25/22,1/31/22,1
20220118,IV,67.74,32.26,10.6,2.09,0.03,0,12.72,1/18/22,1/24/22,1
20220111,IV,62.75,37.25,15.63,2.04,0.03,0,17.7,1/11/22,1/17/22,1
20220104,IV,63.49,36.51,15.74,2.88,0.17,0,18.79,1/4/22,1/10/22,1
20211228,IV,51.89,48.11,17.05,7.55,0,0,24.6,12/28/21,1/3/22,1
20211221,IV,58.18,41.82,17.05,7.55,0,0,24.6,12/21/21,12/27/21,1
20211214,IV,46.57,53.43,17.05,7.55,0,0,24.6,12/14/21,12/20/21,1
20211207,IV,49.95,50.05,19.16,9.3,0,0,28.46,12/7/21,12/13/21,1
20211130,IV,62.15,37.85,13.94,3.34,0,0,17.28,11/30/21,12/6/21,1
20211123,IV,72.48,27.52,10.05,0,0,0,10.05,11/23/21,11/29/21,1
20211116,IV,80.6,19.4,7.44,0,0,0,7.44,11/16/21,11/22/21,1
20211109,IV,84.98,15.02,4.74,0,0,0,4.74,11/9/21,11/15/21,1
20211102,IV,83.77,16.23,3.64,0,0,0,3.64,11/2/21,11/8/21,1
20211026,IV,82.24,17.76,0.84,0,0,0,0.84,10/26/21,11/1/21,1
20211019,IV,91.85,8.15,0,0,0,0,0,10/19/21,10/25/21,1
20211012,IV,93.21,6.79,0,0,0,0,0,10/12/21,10/18/21,1
20211005,IV,92.78,7.22,0,0,0,0,0,10/5/21,10/11/21,1
20210928,IV,98.43,1.57,0,0,0,0,0,9/28/21,10/4/21,1
20210921,IV,95.83,4.17,0,0,0,0,0,9/21/21,9/27/21,1
20210914,IV,94.38,5.62,0,0,0,0,0,9/14/21,9/20/21,1
20210907,IV,95.09,4.91,0,0,0,0,0,9/7/21,9/13/21,1
20210831,IV,99.03,0.97,0,0,0,0,0,8/31/21,9/6/21,1
20210824,IV,98.42,1.58,0,0,0,0,0,8/24/21,8/30/21,1
20210817,IV,97.24,2.76,0.1,0,0,0,0.1,8/17/21,8/23/21,1
20210810,IV,94.24,5.76,0.1,0,0,0,0.1,8/10/21,8/16/21,1
20210803,IV,96.42,3.58,0.04,0,0,0,0.04,8/3/21,8/9/21,1
20210727,IV,97.19,2.81,0.04,0,0,0,0.04,7/27/21,8/2/21,1
20210720,IV,95.67,4.33,0.04,0,0,0,0.04,7/20/21,7/26/21,1
20210713,IV,94.9,5.1,0.04,0,0,0,0.04,7/13/21,7/19/21,1
20210706,IV,89.32,10.68,0.31,0,0,0,0.31,7/6/21,7/12/21,1
20210629,IV,88.25,11.75,0.6,0,0,0,0.6,6/29/21,7/5/21,1
20210622,IV,86.05,13.95,0.86,0,0,0,0.86,6/22/21,6/28/21,1
20210615,IV,80.18,19.82,4.14,0.05,0,0,4.19,6/15/21,6/21/21,1
20210608,IV,73.47,26.53,7.97,0.51,0,0,8.48,6/8/21,6/14/21,1
20210601,IV,70.04,29.96,11.68,2.68,0,0,14.36,6/1/21,6/7/21,1
20210525,IV,78.77,21.23,9.65,0,0,0,9.65,5/25/21,5/31/21,1
20210518,IV,85.58,14.42,3.61,0,0,0,3.61,5/18/21,5/24/21,1
20210511,IV,86.57,13.43,3.42,0,0,0,3.42,5/11/21,5/17/21,1
20210504,IV,82.93,17.07,0.25,0,0,0,0.25,5/4/21,5/10/21,1
20210427,IV,79.92,20.08,0.54,0,0,0,0.54,4/27/21,5/3/21,1
20210420,IV,81.32,18.68,0.26,0,0,0,0.26,4/20/21,4/26/21,1
20210413,IV,91.01,8.99,1.18,0,0,0,1.18,4/13/21,4/19/21,1
20210406,IV,90.47,9.53,1.18,0,0,0,1.18,4/6/21,4/12/21,1
20210330,IV,89.23,10.77,0.32,0,0,0,0.32,3/30/21,4/5/21,1
20210323,IV,82.82,17.18,0.3,0,0,0,0.3,3/23/21,3/29/21,1
20210316,IV,81.44,18.56,1.13,0,0,0,1.13,3/16/21,3/22/21,1
20210309,IV,86.66,13.34,1.21,0,0,0,1.21,3/9/21,3/15/21,1
20210302,IV,91.61,8.39,1.21,0,0,0,1.21,3/2/21,3/8/21,1
20210223,IV,84.35,15.65,1.59,0.13,0,0,1.72,2/23/21,3/1/21,1
20210216,IV,77.52,22.48,2.12,0.13,0,0,2.25,2/16/21,2/22/21,1
20210209,IV,73.63,26.37,2.91,0.13,0,0,3.04,2/9/21,2/15/21,1
20210202,IV,70.36,29.64,2.03,0.13,0,0,2.16,2/2/21,2/8/21,1
20210126,IV,80.34,19.66,1.31,0.13,0,0,1.44,1/26/21,2/1/21,1
20210119,IV,78.3,21.7,0.82,0,0,0,0.82,1/19/21,1/25/21,1
20210112,IV,89.99,10.01,0.57,0,0,0,0.57,1/12/21,1/18/21,1
20210105,IV,90.52,9.48,0.57,0,0,0,0.57,1/5/21,1/11/21,1
20201229,IV,79.75,20.25,1.34,0,0,0,1.34,12/29/20,1/4/21,1
20201222,IV,76.85,23.15,1.34,0,0,0,1.34,12/22/20,12/28/20,1
20201215,IV,75.53,24.47,1.24,0,0,0,1.24,12/15/20,12/21/20,1
20201208,IV,79.59,20.41,1.24,0,0,0,1.24,12/8/20,12/14/20,1
20201201,IV,85.28,14.72,1.13,0,0,0,1.13,12/1/20,12/7/20,1
20201124,IV,82.53,17.47,0.5,0,0,0,0.5,11/24/20,11/30/20,1
20201117,IV,95.32,4.68,0,0,0,0,0,11/17/20,11/23/20,1
20201110,IV,96.74,3.26,0,0,0,0,0,11/10/20,11/16/20,1
20201103,IV,97.29,2.71,0,0,0,0,0,11/3/20,11/9/20,1
20201027,IV,95.88,4.12,0,0,0,0,0,10/27/20,11/2/20,1
20201020,IV,96.87,3.13,0,0,0,0,0,10/20/20,10/26/20,1
20201013,IV,97.55,2.45,0,0,0,0,0,10/13/20,10/19/20,1
20201006,IV,95.99,4.01,0,0,0,0,0,10/6/20,10/12/20,1
20200929,IV,96.91,3.09,0,0,0,0,0,9/29/20,10/5/20,1
20200922,IV,93.53,6.47,0.42,0,0,0,0.42,9/22/20,9/28/20,1
20200915,IV,90.42,9.58,0.42,0,0,0,0.42,9/15/20,9/21/20,1
20200908,IV,90.14,9.86,0.43,0,0,0,0.43,9/8/20,9/14/20,1
20200901,IV,95.82,4.18,0,0,0,0,0,9/1/20,9/7/20,1
20200825,IV,93.41,6.59,0.01,0,0,0,0.01,8/25/20,8/31/20,1
20200818,IV,88.57,11.43,0.62,0,0,0,0.62,8/18/20,8/24/20,1
20200811,IV,82.85,17.15,0.49,0,0,0,0.49,8/11/20,8/17/20,1
20200804,IV,80.14,19.86,0.73,0,0,0,0.73,8/4/20,8/10/20,1
20200728,IV,77.46,22.54,0.86,0,0,0,0.86,7/28/20,8/3/20,1
20200721,IV,87.05,12.95,0.1,0,0,0,0.1,7/21/20,7/27/20,1
20200714,IV,97.18,2.82,0.1,0,0,0,0.1,7/14/20,7/20/20,1
20200707,IV,99.07,0.93,0,0,0,0,0,7/7/20,7/13/20,1
20200630,IV,96.25,3.75,0,0,0,0,0,6/30/20,7/6/20,1
20200623,IV,95.04,4.96,0,0,0,0,0,6/23/20,6/29/20,1
20200616,IV,94.52,5.48,0.41,0,0,0,0.41,6/16/20,6/22/20,1
20200609,IV,97.8,2.2,0.6,0,0,0,0.6,6/9/20,6/15/20,1
20200602,IV,90.89,9.11,3.18,1.06,0,0,4.24,6/2/20,6/8/20,1
20200526,IV,85.23,14.77,5.76,1.06,0,0,6.82,5/26/20,6/1/20,1
20200519,IV,83.98,16.02,7.73,1.89,0,0,9.62,5/19/20,5/25/20,1
20200512,IV,84.25,15.75,7.15,2.26,0,0,9.41,5/12/20,5/18/20,1
20200505,IV,85.86,14.14,5.65,1.55,0,0,7.2,5/5/20,5/11/20,1
20200428,IV,85.06,14.94,7.46,1.32,0,0,8.78,4/28/20,5/4/20,1
20200421,IV,82.29,17.71,10.76,4.19,0,0,14.95,4/21/20,4/27/20,1
20200414,IV,77.57,22.43,13.44,3.4,0,0,16.84,4/14/20,4/20/20,1
20200407,IV,73.58,26.42,13.44,0.27,0,0,13.71,4/7/20,4/13/20,1
20200331,IV,79.54,20.46,10.75,0.16,0,0,10.91,3/31/20,4/6/20,1
20200324,IV,83.34,16.66,0.74,0.16,0,0,0.9,3/24/20,3/30/20,1
20200317,IV,88.06,11.94,0.41,0.15,0,0,0.56,3/17/20,3/23/20,1
20200310,IV,91.52,8.48,0.41,0.15,0,0,0.56,3/10/20,3/16/20,1
20200303,IV,93.91,6.09,0.41,0.15,0,0,0.56,3/3/20,3/9/20,1
20200225,IV,93.89,6.11,0.54,0.15,0,0,0.69,2/25/20,3/2/20,1
20200218,IV,95.37,4.63,0.63,0.22,0,0,0.85,2/18/20,2/24/20,1
20200211,IV,94.97,5.03,0.6,0,0,0,0.6,2/11/20,2/17/20,1
20200204,IV,85.94,14.06,1.06,0,0,0,1.06,2/4/20,2/10/20,1
20200128,IV,84.41,15.59,0.62,0,0,0,0.62,1/28/20,2/3/20,1
20200121,IV,92.75,7.25,0.62,0,0,0,0.62,1/21/20,1/27/20,1
20200114,IV,95.71,4.29,0.62,0,0,0,0.62,1/14/20,1/20/20,1
20200107,IV,95.71,4.29,0.62,0,0,0,0.62,1/7/20,1/13/20,1
20191231,IV,94.41,5.59,1.32,0,0,0,1.32,12/31/19,1/6/20,1
20191224,IV,94.41,5.59,1.37,0,0,0,1.37,12/24/19,12/30/19,1
20191217,IV,81.68,18.32,5.59,0,0,0,5.59,12/17/19,12/23/19,1
20191210,IV,76.82,23.18,8.19,0.26,0,0,8.45,12/10/19,12/16/19,1
20191203,IV,78.1,21.9,7.54,0.26,0,0,7.8,12/3/19,12/9/19,1
20191126,IV,73.44,26.56,8.48,0.34,0,0,8.82,11/26/19,12/2/19,1
20191119,IV,70.32,29.68,10.21,0.28,0,0,10.49,11/19/19,11/25/19,1
20191112,IV,65.03,34.97,14.25,2.43,0,0,16.68,11/12/19,11/18/19,1
20191105,IV,60.74,39.26,23.24,4.97,0,0,28.21,11/5/19,11/11/19,1
20191029,IV,43.89,56.11,31.19,11.35,0.83,0,43.37,10/29/19,11/4/19,1
20191022,IV,37.1,62.9,42.47,16.47,2.67,0,61.61,10/22/19,10/28/19,1
20191015,IV,19.08,80.92,52.58,29.19,5.2,0,86.97,10/15/19,10/21/19,1
20191008,IV,20.84,79.16,51.25,19.56,3.52,0,74.33,10/8/19,10/14/19,1
20191001,IV,15.52,84.48,45.83,17.24,1.86,0,64.93,10/1/19,10/7/19,1
20190924,IV,22.48,77.52,36.93,5.77,0.03,0,42.73,9/24/19,9/30/19,1
20190917,IV,47.97,52.03,10.96,0.89,0,0,11.85,9/17/19,9/23/19,1
20190910,IV,75.6,24.4,5.86,0.89,0,0,6.75,9/10/19,9/16/19,1
